# Метеостанция Виллакубле (аэропорт), Франция, METAR=LFPV, выборка с 18.01.2024 по 18.02.2024, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=LFPV&lang=ru
#
"Местное время в Виллакубле (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"30.01.2024 09:30";"9.0";"755.5";"771.9";"94";"Ветер, дующий с юго-запада";"3";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"8.0";
"30.01.2024 09:00";"10.0";"755.6";"771.9";"88";"Ветер, дующий с юго-запада";"3";"";"";"";"Сплошная (100%) 270 м";"10.0 и более";"8.0";
"30.01.2024 08:30";"10.0";"754.8";"771.1";"88";"Ветер, дующий с юго-запада";"3";"";"";"";"Сплошная (100%) 270 м";"10.0 и более";"8.0";
"30.01.2024 08:00";"10.0";"754.8";"771.1";"88";"Ветер, дующий с юго-запада";"3";"";"";"";"Рассеянная (40-50%) 330 м, разорванная (60-90%) 3900 м";"10.0 и более";"8.0";
"30.01.2024 07:30";"10.0";"754.8";"771.1";"88";"Ветер, дующий с юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"30.01.2024 07:00";"10.0";"754.8";"771.1";"88";"Ветер, дующий с юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"30.01.2024 06:30";"10.0";"754.1";"770.4";"88";"Ветер, дующий с юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"30.01.2024 06:00";"10.0";"754.1";"770.4";"88";"Ветер, дующий с юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"30.01.2024 05:30";"10.0";"754.1";"770.4";"88";"Ветер, дующий с юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"30.01.2024 05:00";"10.0";"754.1";"770.4";"88";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"30.01.2024 04:30";"10.0";"754.1";"770.4";"88";"Ветер, дующий с юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"30.01.2024 04:00";"11.0";"754.2";"770.4";"82";"Ветер, дующий с юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"30.01.2024 03:30";"11.0";"754.2";"770.4";"88";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"30.01.2024 03:00";"11.0";"754.2";"770.4";"82";"Ветер, дующий с юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"30.01.2024 02:30";"11.0";"754.2";"770.4";"82";"Ветер, дующий с юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"30.01.2024 02:00";"11.0";"754.2";"770.4";"82";"Ветер, дующий с юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"30.01.2024 01:30";"11.0";"754.2";"770.4";"82";"Ветер, дующий с юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"30.01.2024 01:00";"11.0";"754.2";"770.4";"82";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"30.01.2024 00:30";"11.0";"754.2";"770.4";"77";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"30.01.2024 00:00";"11.0";"754.2";"770.4";"77";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"29.01.2024 23:30";"11.0";"754.2";"770.4";"77";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"29.01.2024 23:00";"11.0";"754.2";"770.4";"77";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"29.01.2024 22:30";"11.0";"754.2";"770.4";"77";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"29.01.2024 22:00";"11.0";"754.2";"770.4";"77";"Ветер, дующий с юга";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"29.01.2024 21:30";"11.0";"754.2";"770.4";"82";"Ветер, дующий с юга";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"29.01.2024 21:00";"11.0";"754.2";"770.4";"82";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"29.01.2024 20:30";"11.0";"754.2";"770.4";"82";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"29.01.2024 20:00";"11.0";"754.2";"770.4";"82";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"29.01.2024 19:30";"11.0";"754.2";"770.4";"82";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"29.01.2024 19:00";"11.0";"754.2";"770.4";"82";"Ветер, дующий с юга";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"29.01.2024 18:30";"11.0";"754.2";"770.4";"82";"Ветер, дующий с юга";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"29.01.2024 18:00";"11.0";"754.2";"770.4";"82";"Ветер, дующий с юга";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"29.01.2024 17:30";"12.0";"753.5";"769.6";"82";"Ветер, дующий с юга";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"29.01.2024 17:00";"12.0";"753.5";"769.6";"82";"Ветер, дующий с юга";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"29.01.2024 16:30";"12.0";"753.5";"769.6";"82";"Ветер, дующий с юга";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"29.01.2024 16:00";"12.0";"753.5";"769.6";"82";"Ветер, дующий с юга";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"29.01.2024 15:30";"13.0";"753.5";"769.6";"77";"Ветер, дующий с юга";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"29.01.2024 15:00";"13.0";"753.5";"769.6";"77";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"29.01.2024 14:30";"13.0";"753.5";"769.6";"72";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"29.01.2024 14:00";"12.0";"754.2";"770.4";"77";"Ветер, дующий с юго-юго-запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"29.01.2024 13:30";"12.0";"754.2";"770.4";"77";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"29.01.2024 13:00";"12.0";"754.2";"770.4";"77";"Ветер, дующий с юго-юго-запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"29.01.2024 12:30";"11.0";"754.2";"770.4";"77";"Ветер, дующий с юга";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"29.01.2024 12:00";"10.0";"754.1";"770.4";"82";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"29.01.2024 11:30";"10.0";"754.8";"771.1";"82";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"29.01.2024 11:00";"9.0";"754.8";"771.1";"82";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"6.0";
"29.01.2024 10:30";"8.0";"754.0";"770.4";"87";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"6.0";
"29.01.2024 10:00";"7.0";"754.0";"770.4";"87";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"29.01.2024 09:30";"6.0";"753.9";"770.4";"93";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"29.01.2024 09:00";"6.0";"753.9";"770.4";"93";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"29.01.2024 08:30";"6.0";"753.9";"770.4";"93";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"29.01.2024 08:00";"6.0";"753.9";"770.4";"93";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"29.01.2024 07:30";"6.0";"753.1";"769.6";"93";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"29.01.2024 07:00";"6.0";"753.1";"769.6";"93";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"29.01.2024 06:30";"6.0";"753.1";"769.6";"87";"Ветер, дующий с юга";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"29.01.2024 06:00";"6.0";"753.1";"769.6";"93";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"29.01.2024 05:30";"6.0";"753.1";"769.6";"93";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"29.01.2024 05:00";"7.0";"753.2";"769.6";"87";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"29.01.2024 04:30";"7.0";"753.2";"769.6";"87";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"29.01.2024 04:00";"7.0";"753.2";"769.6";"87";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"29.01.2024 03:30";"7.0";"753.2";"769.6";"87";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"29.01.2024 03:00";"7.0";"753.2";"769.6";"87";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"29.01.2024 02:30";"7.0";"753.2";"769.6";"81";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"29.01.2024 02:00";"7.0";"753.2";"769.6";"81";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"29.01.2024 01:30";"7.0";"753.2";"769.6";"81";"Ветер, дующий с юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"29.01.2024 01:00";"7.0";"753.2";"769.6";"81";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"29.01.2024 00:30";"7.0";"752.5";"768.9";"81";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"29.01.2024 00:00";"7.0";"752.5";"768.9";"81";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"28.01.2024 23:30";"7.0";"752.5";"768.9";"81";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"28.01.2024 23:00";"7.0";"752.5";"768.9";"81";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"28.01.2024 22:30";"7.0";"752.5";"768.9";"81";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"28.01.2024 22:00";"6.0";"752.4";"768.9";"87";"Ветер, дующий с юго-юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"28.01.2024 21:30";"6.0";"752.4";"768.9";"87";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"28.01.2024 21:00";"7.0";"751.7";"768.1";"81";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"28.01.2024 20:30";"7.0";"751.7";"768.1";"81";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"28.01.2024 20:00";"7.0";"751.7";"768.1";"81";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"28.01.2024 19:30";"7.0";"751.7";"768.1";"81";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"28.01.2024 19:00";"7.0";"752.5";"768.9";"81";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"28.01.2024 18:30";"7.0";"752.5";"768.9";"81";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"28.01.2024 18:00";"7.0";"751.7";"768.1";"81";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
